created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,result extraction,token usage
Thu Nov 16 06:14:48 +0000 2023,1.72503466460228e+18,mengatakan tetap optimistis usai ditetapkan Komisi Pemilihan Umum (KPU) RI sebagai pasangan calon presiden nomor urut dua pada Pemilu 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.60040839424174e+18,1.72503462554493e+18,MessyHairByF,https://twitter.com/MessyHairByF/status/1725034664602284340,,0
Thu Nov 16 06:14:39 +0000 2023,1.72503462756653e+18,Prabowo Subianto,,,,,,,,,,,0
Thu Nov 16 06:12:54 +0000 2023,1.72503418652713e+18,Menjelang Pemilihan Presiden 2024,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",167
Thu Nov 16 06:10:02 +0000 2023,1.7250334645951e+18,Apel Gelar Pasukan Satlinmas dalam Pengamanan Pemilihan Legislatif dan Pemilihan Presiden dan Wakil Presiden Tahun 2024 di Kecamatan Gombong. Rabu (15-11-2023) https://t.co/yqqT4ZWpHb,0.0,0.0,0.0,0.0,in,1.49415248711661e+18,1.7250334645951e+18,kecamatangombo1,https://twitter.com/kecamatangombo1/status/1725033464595108346,"named_entity_recognition: [Satlinmas, Pemilihan Legislatif, Pemilihan Presiden, Wakil Presiden, Kecamatan Gombong]

aspect_sentiment: [Gelar Pasukan (positive), Pengamanan (positive), Pemilihan Legislatif (neutral), Pemilihan Presiden (neutral), Wakil Presiden (neutral), Tahun 2024 (neutral), Kecamatan Gombong (neutral)]",310
Thu Nov 16 06:07:20 +0000 2023,1.725032785638e+18,mengatakan tetap optimistis usai ditetapkan Komisi Pemilihan Umum (KPU) RI sebagai pasangan calon presiden nomor urut dua pada Pemilu 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.62353688776293e+18,1.72503274881619e+18,Harumiii_kn,https://twitter.com/Harumiii_kn/status/1725032785638002706,"named_entity_recognition: [""Komisi Pemilihan Umum (KPU) RI"", ""Prabowo Subianto""]

aspect_sentiment: [""mengatakan (positive)"", ""tetap optimistis (positive)"", ""ditetapkan (positive)"", ""pasangan calon presiden nomor urut dua (positive)"", ""Pemilu 2024 (positive)"", ""PrabowoGibranIstimewa (positive)"", ""BersamaIndonesiaMaju (positive)"", ""PrabowoGemoy (positive)""]",340
Thu Nov 16 06:07:12 +0000 2023,1.72503275088815e+18,Prabowo Subianto,,,,,,,,,,"named_entity_recognition: [""Prabowo Subianto""]

aspect_sentiment: []",168
Thu Nov 16 06:03:18 +0000 2023,1.72503177249546e+18,Untuk mendapat hasil baik,,,,,,,,,,,0
Thu Nov 16 05:57:57 +0000 2023,1.72503042578836e+18,Untuk mendapat hasil baik,,,,,,,,,,,0
Thu Nov 16 05:39:22 +0000 2023,1.72502574731067e+18,Itu kabar menggembirakan ! Semoga pemilihan presiden tahun 2024 berjalan dengan baik dan adil,0.0,0.0,0.0,0.0,in,42838254.0,1.72502574731067e+18,zackycute,https://twitter.com/zackycute/status/1725025747310678357,"named_entity_recognition: []

aspect_sentiment: [pemilihan presiden (positive)]",191
Thu Nov 16 05:32:05 +0000 2023,1.72502391718899e+18,Kontestasi pemilihan presiden 2024 sudah dimulai. Tiga pasangan calon presiden-wakil presiden telah menyampaikan visi dan misi masing-masing.  #KoranTempo   https://t.co/AHjZCOpvmr,0.0,0.0,2.0,1.0,in,20963426.0,1.72502391718899e+18,korantempo,https://twitter.com/korantempo/status/1725023917188993380,"named_entity_recognition: [""pasangan calon presiden-wakil presiden"", ""Koran Tempo""]

aspect_sentiment: [""kontestasi (positif)"", ""pemilihan presiden 2024 (netral)"", ""pasangan calon presiden-wakil presiden (netral)"", ""visi dan misi (netral)"", ""Koran Tempo (netral)""]",289
Thu Nov 16 05:26:10 +0000 2023,1.7250224274687e+18,Keputusan Komisi Pemilihan Umum Nomor 1644 Tahun 2023 tentang Penetapan Nomor Urut Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024 https://t.co/vmpJovZCJp,0.0,0.0,0.0,2.0,in,1.46819184518847e+18,1.7250224274687e+18,jdihkpubintan,https://twitter.com/jdihkpubintan/status/1725022427468702034,"named_entity_recognition: [Komisi Pemilihan Umum, Nomor 1644, Tahun 2023, Penetapan Nomor Urut Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden, Tahun 2024]

aspect_sentiment: [Keputusan (positive), Komisi Pemilihan Umum (neutral), Nomor 1644 (neutral), Tahun 2023 (neutral), Penetapan Nomor Urut Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden (neutral), Tahun 2024 (neutral)]",338
Thu Nov 16 05:25:26 +0000 2023,1.72502223993723e+18,Keputusan Komisi Pemilihan Umum Nomor 1632 Tahun 2023 tentang Penetapan Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024 https://t.co/3cwXBGsBNv,0.0,0.0,0.0,1.0,in,1.46819184518847e+18,1.72502223993723e+18,jdihkpubintan,https://twitter.com/jdihkpubintan/status/1725022239937232938,"named_entity_recognition: [Komisi Pemilihan Umum, Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden, Tahun 2024]

aspect_sentiment: [Keputusan (positif), Komisi Pemilihan Umum (netral), Nomor 1632 Tahun 2023 (netral), Penetapan Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden (netral), Pemilihan Umum Presiden dan Wakil Presiden (netral)]",320
Thu Nov 16 05:10:39 +0000 2023,1.72501852255074e+18,TATA CARA NYOBLOS DI TPS PILPRES PEMILIHAN PRESIDEN TAHUN 2024  Jatim Ganjar Pranowo Presiden Pilihanku 2024   LGBT Coldplay 15 M Hindia Feni Willy Dozan My Universe Freeport No 3 https://t.co/QuL5i93Yuy,0.0,0.0,0.0,0.0,in,1.72208057915457e+18,1.72501852255074e+18,Karrinarssy,https://twitter.com/Karrinarssy/status/1725018522550747304,"named_entity_recognition: [Ganjar Pranowo, LGBT, Coldplay, Hindia, Feni Willy Dozan, Freeport]
aspect_sentiment: [TATA CARA (neutral), NYOBLOS (neutral), TPS PILPRES (neutral), PEMILIHAN PRESIDEN (neutral), TAHUN 2024 (neutral), Jatim Ganjar Pranowo (positive), Presiden Pilihanku 2024 (positive), LGBT (neutral), Coldplay (neutral), 15 M (neutral), Hindia (neutral), Feni Willy Dozan (neutral), My Universe (neutral), Freeport (neutral), No 3 (neutral)]",366
Thu Nov 16 05:10:35 +0000 2023,1.72501850528699e+18,TATA CARA NYOBLOS DI TPS PILPRES PEMILIHAN PRESIDEN TAHUN 2024  Jatim Ganjar Pranowo Presiden Pilihanku 2024   LGBT Coldplay 15 M Hindia Feni Willy Dozan My Universe Freeport No 3 https://t.co/WIf0us1CP9,0.0,0.0,0.0,0.0,in,1.72207941538192e+18,1.72501850528699e+18,fauzanpriyantto,https://twitter.com/fauzanpriyantto/status/1725018505286996396,"named_entity_recognition: [Ganjar Pranowo, LGBT, Coldplay, Hindia, Feni Willy Dozan, Freeport]
aspect_sentiment: [TATA CARA (neutral), NYOBLOS (neutral), TPS PILPRES (neutral), PEMILIHAN PRESIDEN (neutral), TAHUN 2024 (neutral), Jatim Ganjar Pranowo (positive), Presiden Pilihanku 2024 (positive), LGBT (neutral), Coldplay (neutral), 15 M (neutral), Hindia (neutral), Feni Willy Dozan (neutral), My Universe (neutral), Freeport (neutral), No 3 (neutral)]",365
Thu Nov 16 05:05:52 +0000 2023,1.72501731651217e+18,Untuk mendapat hasil baik,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",161
Thu Nov 16 05:04:45 +0000 2023,1.72501703495277e+18,Untuk mendapat hasil baik,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",161
Thu Nov 16 04:23:56 +0000 2023,1.72500676635702e+18,Calon Presiden Prabowo Subianto mengungkapkan kebanggaannya atas proses demokrasi yang berjalan dalam pemilihan umum (Pemilu) 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61522949641588e+18,1.72500676298058e+18,erick140451997,https://twitter.com/erick140451997/status/1725006766357024934,"named_entity_recognition: [""Prabowo Subianto"", ""Pemilu""]

aspect_sentiment: [""proses demokrasi (positif)""]",254
Thu Nov 16 04:22:07 +0000 2023,1.72500630577625e+18,Pakta tertanggal Agustus 2023 ini mengandung sebuah poin yang berkaitan dengan pemenangan di Pemilihan Presiden (Pilpres) 2024. Ada poin mensyaratkan kontribusi suara sebanyak 60 persen+1 untuk pemenangan Ganjar Pranowo.,0.0,1.0,0.0,0.0,in,7.98770586784702e+17,1.72500600914678e+18,pinterpolitik,https://twitter.com/pinterpolitik/status/1725006305776250960,"named_entity_recognition: [Ganjar Pranowo]

aspect_sentiment: [pemenangan (positive)]",239
Thu Nov 16 04:18:39 +0000 2023,1.72500543627194e+18,Calon presiden nomor urut dua Prabowo Subianto menyatakan yakin Komisi Pemilihan Umum Republik Indonesia akan melaksanakan Pemilihan Umum 2024 dengan baik,,,,,,,,,,"named_entity_recognition: [""Prabowo Subianto"", ""Komisi Pemilihan Umum Republik Indonesia""]

aspect_sentiment: [""Calon presiden nomor urut dua (positive)"", ""yakin (positive)"", ""Komisi Pemilihan Umum Republik Indonesia (positive)"", ""melaksanakan Pemilihan Umum 2024 (positive)"", ""baik (positive)""]",277
Thu Nov 16 04:14:31 +0000 2023,1.72500439685628e+18,@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @al_lasan @Miduk17 @GunRomli @Marbot_Udien @seruanhl @B3doel___ INGAT TATA CARA NYOBLOS DI TPS!!!  PILPRES PEMILIHAN PRESIDEN TAHUN 2024  1. MASA KINI  2. MASA LALU  3. MASAK DI PILIH,0.0,0.0,0.0,1.0,in,9.26393089937121e+17,1.72471454920995e+18,zulfikarmpj73,https://twitter.com/zulfikarmpj73/status/1725004396856283220,"named_entity_recognition: [@Aryprasetyo85, @007koteka, @03__nakula, @__AnakKolong, @al_lasan, @Miduk17, @GunRomli, @Marbot_Udien, @seruanhl, @B3doel___, TPS, PILPRES, PRESIDEN, TAHUN 2024]

aspect_sentiment: [TATA CARA (positive), NYOBLOS (positive), TPS (neutral), PILPRES (neutral), PEMILIHAN PRESIDEN (neutral), TAHUN 2024 (neutral), MASA KINI (neutral), MASA LALU (neutral), MASAK DI PILIH (neutral)]",408
Thu Nov 16 04:11:47 +0000 2023,1.72500370857943e+18,Komisi Pemilihan Umum (KPU) melakukan pengundian nomor urut untuk pasangan calon presiden (Capres) dan calon wakil presiden (Cawapres) 2024 di Kantor KPU,,,,,,,,,,"named_entity_recognition: [Komisi Pemilihan Umum (KPU), pasangan calon presiden (Capres), calon wakil presiden (Cawapres), Kantor KPU]

aspect_sentiment: [pengundian nomor urut (positif)]",257
Thu Nov 16 04:11:36 +0000 2023,1.72500366156118e+18,Calon presiden nomor urut dua Prabowo Subianto yakin bahwa Komisi Pemilihan Umum (KPU) dapat menyelenggarakan Pemilu 2024 dengan jujur dan adil. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61522949641588e+18,1.72500365865032e+18,erick140451997,https://twitter.com/erick140451997/status/1725003661561188751,"named_entity_recognition: [Prabowo Subianto, Komisi Pemilihan Umum (KPU)]

aspect_sentiment: [Calon presiden nomor urut dua (positive), Pemilu 2024 (neutral), Komisi Pemilihan Umum (KPU) (positive), jujur (positive), adil (positive)]",301
Thu Nov 16 04:01:52 +0000 2023,1.72500121007029e+18,Calon Presiden Prabowo Subianto mengungkapkan kebanggaannya atas proses demokrasi yang berjalan dalam pemilihan umum (Pemilu) 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61502620173901e+18,1.72500120724324e+18,Ninaang06470572,https://twitter.com/Ninaang06470572/status/1725001210070290553,"named_entity_recognition: [""Prabowo Subianto"", ""Pemilu""]

aspect_sentiment: [""proses demokrasi (positif)"", ""Pemilu (positif)"", ""Prabowo Subianto (positif)""]",274
Thu Nov 16 03:55:44 +0000 2023,1.72499966971628e+18,Kegembiraan tampaknya dirasakan calon presiden Koalisi Indonesia Maju,,,,,,,,,,"named_entity_recognition: [""calon presiden Koalisi Indonesia Maju""]

aspect_sentiment: [""Kegembiraan (positive)""]",196
Thu Nov 16 03:50:56 +0000 2023,1.72499846019649e+18,dan calon wakil presiden (cawapres) Gibran Rakabuming dalam kontestasi Pemilihan Umum (Pemilu) 2024 diyakini akan membawa kemenangan. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61502620173901e+18,1.72499845437896e+18,Ninaang06470572,https://twitter.com/Ninaang06470572/status/1724998460196495415,"named_entity_recognition: [Gibran Rakabuming, Pemilihan Umum (Pemilu) 2024, Prabowo Subianto]

aspect_sentiment: [calon wakil presiden (positive), kontestasi Pemilihan Umum (positive), kemenangan (positive)]",289
Thu Nov 16 03:45:35 +0000 2023,1.72499711296928e+18,Calon presiden nomor urut dua Prabowo Subianto menyatakan yakin Komisi Pemilihan Umum Republik Indonesia akan melaksanakan Pemilihan Umum 2024 dengan baik,,,,,,,,,,"named_entity_recognition: [""Prabowo Subianto"", ""Komisi Pemilihan Umum Republik Indonesia""]

aspect_sentiment: [""Calon presiden nomor urut dua (positive)"", ""yakin (positive)"", ""Komisi Pemilihan Umum Republik Indonesia (positive)"", ""melaksanakan Pemilihan Umum 2024 (positive)""]",271
Thu Nov 16 03:31:29 +0000 2023,1.72499356639583e+18,Komisi Pemilihan Umum (KPU) melakukan pengundian nomor urut untuk pasangan calon presiden (Capres) dan calon wakil presiden (Cawapres) 2024 di Kantor KPU,,,,,,,,,,"named_entity_recognition: [Komisi Pemilihan Umum (KPU), pasangan calon presiden (Capres), calon wakil presiden (Cawapres), Kantor KPU]

aspect_sentiment: [pengundian nomor urut (positive)]",256
Thu Nov 16 03:31:19 +0000 2023,1.72499352329508e+18,Calon presiden nomor urut dua Prabowo Subianto yakin bahwa Komisi Pemilihan Umum (KPU) dapat menyelenggarakan Pemilu 2024 dengan jujur dan adil. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61502057143535e+18,1.72499352023328e+18,tono14045,https://twitter.com/tono14045/status/1724993523295080648,"named_entity_recognition: [""Prabowo Subianto"", ""Komisi Pemilihan Umum (KPU)""]

aspect_sentiment: [""Calon presiden nomor urut dua (positive)"", ""menyelenggarakan Pemilu 2024 (positive)"", ""jujur dan adil (positive)""]",295
Thu Nov 16 03:23:40 +0000 2023,1.72499159888547e+18,Calon Presiden Prabowo Subianto mengungkapkan kebanggaannya atas proses demokrasi yang berjalan dalam pemilihan umum (Pemilu) 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61502057143535e+18,1.72499159595791e+18,tono14045,https://twitter.com/tono14045/status/1724991598885474442,"named_entity_recognition: [""Prabowo Subianto"", ""Pemilu""]

aspect_sentiment: [""proses demokrasi (positif)""]",254
Thu Nov 16 03:18:36 +0000 2023,1.72499032503771e+18,Kegembiraan tampaknya dirasakan calon presiden Koalisi Indonesia Maju,,,,,,,,,,"named_entity_recognition: [calon presiden Koalisi Indonesia Maju]

aspect_sentiment: [Kegembiraan (positive)]",195
Thu Nov 16 03:15:00 +0000 2023,1.72498941636688e+18,Pengundian nomor urut Pasangan Calon Presiden (Capres) dan Calon Wakil Presiden (Cawapres) untuk Pemilihan Presiden (Pilpres) 2024,,,,,,,,,,"named_entity_recognition: [Pasangan Calon Presiden (Capres), Calon Wakil Presiden (Cawapres), Pemilihan Presiden (Pilpres)]

aspect_sentiment: [Pengundian nomor urut (netral), Pasangan Calon Presiden (positif), Calon Wakil Presiden (positif), Pemilihan Presiden (netral)]",273
Thu Nov 16 03:13:51 +0000 2023,1.7249891287257e+18,dan calon wakil presiden (cawapres) Gibran Rakabuming dalam kontestasi Pemilihan Umum (Pemilu) 2024 diyakini akan membawa kemenangan. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.61502057143535e+18,1.72498912301275e+18,tono14045,https://twitter.com/tono14045/status/1724989128725709071,"named_entity_recognition: [Gibran Rakabuming, Pemilihan Umum, Pemilu, Prabowo Subianto]
aspect_sentiment: [calon wakil presiden (positive), kontestasi Pemilihan Umum (positive), kemenangan (positive)]",285
Thu Nov 16 02:58:17 +0000 2023,1.7249852116903e+18,Ganjar-Mahfud Bergerak Bersama Rakyat Tanpa Campur Tangan Alat Negara  Capres Ganjar Pranowo menegaskan tekadnya untuk bersaing dalam Pemilihan Presiden dan Wakil Presiden 2024 dengan jujur dan mematuhi aturan yang berlaku.  MERDEKA!!! âœŠðŸ» #GanjarMahfud2024 https://t.co/JSTwQViuS9,0.0,5.0,45.0,99.0,in,382522068.0,1.7249852116903e+18,_Rizmaya__,https://twitter.com/_Rizmaya__/status/1724985211690303532,"named_entity_recognition: [""Ganjar-Mahfud"", ""Capres Ganjar Pranowo"", ""Pemilihan Presiden"", ""Wakil Presiden 2024"", ""MERDEKA!!!"", ""#GanjarMahfud2024""]

aspect_sentiment: [""Bersaing (positif)"", ""Pemilihan Presiden (netral)"", ""Wakil Presiden 2024 (netral)"", ""Jujur (positif)"", ""Mematuhi aturan (positif)""]",362
Thu Nov 16 02:52:30 +0000 2023,1.72498375320505e+18,#SobatJDIHKPU diinformasikan bahwa kini Keputusan Komisi Pemilihan Umum Nomor 1644 Tahun 2023 tentang Penetapan Nomor Urut Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024 telah diunggah di laman JDIH KPU Kota Salatiga dan dapat diakses (cont.) https://t.co/vU6xXvt8ZY,0.0,1.0,0.0,0.0,in,1.47130188979065e+18,1.72498375320505e+18,jdihkpusalatiga,https://twitter.com/jdihkpusalatiga/status/1724983753205059665,"named_entity_recognition: [Komisi Pemilihan Umum, KPU Kota Salatiga]

aspect_sentiment: [Keputusan Komisi Pemilihan Umum (positif), Nomor Urut Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024 (netral), laman JDIH KPU Kota Salatiga (positif)]",332
Thu Nov 16 02:48:26 +0000 2023,1.72498273313771e+18,Masa-masa yang menyenangkan di depan ketika calon presiden dan wakil presiden untuk pemilihan 2024,,,,,,,,,,"named_entity_recognition: [calon presiden, wakil presiden, pemilihan 2024]
aspect_sentiment: [Masa-masa (positive)]",208
Thu Nov 16 02:38:36 +0000 2023,1.72498025811241e+18,RATUSAN nelayan Jawa Barat mendeklarasikan dukungan terhadap Capres Prabowo Subianto dan Cawapres Gibran Rakabuming Raka. para nelayan Jabar optimistis dengan dukungan yang diberikan tersebut mampu menang dalam satu putaran Pemilihan Presiden 2024. #PrabowoGibranMakinDiDepan https://t.co/WzV5tIk04J,0.0,1.0,44.0,40.0,in,1412184751.0,1.72498025811241e+18,DEWIKECEB0NG,https://twitter.com/DEWIKECEB0NG/status/1724980258112413946,"named_entity_recognition: [""Prabowo Subianto"", ""Gibran Rakabuming Raka""]

aspect_sentiment: [""nelayan (positive)"", ""dukungan (positive)"", ""putaran Pemilihan Presiden 2024 (positive)""]",299
Thu Nov 16 02:37:40 +0000 2023,1.72498002328172e+18,Keputusan Komisi Pemilihan Umum Nomor 1632 Tahun 2023 tentang Penetapan Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024. Anda bisa mengaksesnya di : https://t.co/ux9Dsht1Zi https://t.co/bMl3kd2AyG,0.0,0.0,0.0,0.0,in,1.46668711391143e+18,1.72498002328172e+18,JDIHKPU_ANAMBAS,https://twitter.com/JDIHKPU_ANAMBAS/status/1724980023281725536,"named_entity_recognition: [Komisi Pemilihan Umum, Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden, Tahun 2024]

aspect_sentiment: [Keputusan (positif), Komisi Pemilihan Umum (netral), Nomor 1632 (netral), Penetapan Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden (netral), Tahun 2024 (netral)]",329
Thu Nov 16 02:22:13 +0000 2023,1.72497613325774e+18,DPD PDI Perjuangan Kalimantan Tengah siap memenangkan pemilihan presiden dan legislatif 2024. Chris Martin #GanjarPresiden #PDIPerjuangan https://t.co/LXCVRriJ0N,0.0,0.0,0.0,0.0,in,1.61362316517907e+18,1.72497613325774e+18,TamikaJ46463923,https://twitter.com/TamikaJ46463923/status/1724976133257744538,"named_entity_recognition: [DPD PDI Perjuangan Kalimantan Tengah, Chris Martin, GanjarPresiden, PDIPerjuangan]

aspect_sentiment: [memenangkan (positive), pemilihan presiden (positive), legislatif (positive)]",257
Thu Nov 16 02:22:12 +0000 2023,1.72497613180238e+18,Berbagai dukungan calon presiden Prabowo Subianto untuk rakyat Palestina berpotensi menaikkan elektabilitasnya di Pemilihan Presiden (Pilpres) 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,9.09824927695589e+17,1.72497612915997e+18,golbachgoals,https://twitter.com/golbachgoals/status/1724976131802386698,"named_entity_recognition: [Prabowo Subianto, Palestina]

aspect_sentiment: [dukungan (positif), elektabilitas (positif)]",257
Thu Nov 16 02:07:20 +0000 2023,1.72497238674602e+18,â€¢ â€¢ â€¢ â€¢ â€¢ â€¢ Hallo #temanpemilih,,,,,,,,,,"named_entity_recognition: []

aspect_sentiment: []",181
Wed Nov 15 21:09:12 +0000 2023,1.72489736197206e+18,Emil Dardak dan Arumi Bachim jurubicara Prabowo Subianto Gibran Rakabuming Raka dalam Pemilihan Umum Presiden 2024. Wali Kota Solo,,,,,,,,,,"named_entity_recognition: [""Emil Dardak"", ""Arumi Bachim"", ""Prabowo Subianto"", ""Gibran Rakabuming Raka""]

aspect_sentiment: [""Emil Dardak (positive)"", ""Arumi Bachim (positive)"", ""Prabowo Subianto (neutral)"", ""Gibran Rakabuming Raka (neutral)""]",266
Wed Nov 15 18:05:26 +0000 2023,1.72485111485893e+18,Pasangan Calon Presiden &amp  Wakil Presiden Koalisi Indonesia Maju Prabowo-Gibran  menuju Komisi Pemilihan Umum (KPU) guna pengambilan nomor urut Pilpres 2024 dhn berangkat bersama menggunakan bus listrik dari Jalan Teuku Cik Ditiro 56,,,,,,,,,,"named_entity_recognition: [""Calon Presiden & Wakil Presiden Koalisi Indonesia Maju Prabowo-Gibran"", ""Komisi Pemilihan Umum (KPU)"", ""Jalan Teuku Cik Ditiro 56""]

aspect_sentiment: [""Pasangan Calon Presiden & Wakil Presiden Koalisi Indonesia Maju Prabowo-Gibran (positive)"", ""pengambilan nomor urut Pilpres 2024 (neutral)"", ""bus listrik (positive)"", ""Jalan Teuku Cik Ditiro 56 (neutral)""]",340
Wed Nov 15 15:38:30 +0000 2023,1.72481413859213e+18,@KompasTV Pemilu 2024 itu pemilihan Presiden Negara Indonesia Pak,,,,,,,,,,"named_entity_recognition: [""@KompasTV"", ""Pemilu 2024"", ""Presiden Negara Indonesia""]

aspect_sentiment: [""Pemilu 2024 (neutral)"", ""pemilihan Presiden Negara Indonesia (neutral)""]",220
Wed Nov 15 14:27:06 +0000 2023,1.72479617016864e+18,@rojeoz nomor urut 02 pemilihan 14 februari jadinya 14_02_2024 pak prabowo presiden kita Mas Gibran Wapres kita aamiin kan all in Prabowo- GibranðŸ¥°ðŸ¥°,0.0,0.0,0.0,0.0,in,809392633.0,1.72464471333531e+18,helmmiiiii,https://twitter.com/helmmiiiii/status/1724796170168643858,"named_entity_recognition: [""Prabowo"", ""Gibran""]
aspect_sentiment: [""nomor urut 02 (positive)"", ""pemilihan 14 februari (positive)"", ""pak prabowo presiden kita (positive)"", ""Mas Gibran Wapres kita (positive)"", ""all in Prabowo-Gibran (positive)""]",282
Wed Nov 15 14:16:15 +0000 2023,1.72479343853581e+18,Komisi Pemilihan Umum (KPU) RI telah menetapkan nomor urut terhadap tiga calon presiden dan wakil presiden di Pilpres 2024.    Para pasangan calon (paslon) diberi kesempatan untuk memberikan sambutan usai pengundian nomor tersebut. (ld) #prabowosubainto #pilpres2024 https://t.co/dRiKEzE87B,0.0,0.0,0.0,1.0,in,124171593.0,1.72479343853581e+18,tribunnews,https://twitter.com/tribunnews/status/1724793438535819755,"named_entity_recognition: [Komisi Pemilihan Umum (KPU) RI, Pilpres 2024, paslon, Prabowo Subianto]
aspect_sentiment: [menetapkan (positif), nomor urut (netral), calon presiden (netral), wakil presiden (netral), pengundian nomor (netral), sambutan (netral)]",336
Wed Nov 15 13:44:29 +0000 2023,1.7247854433074e+18,Momen Prabowo Beri Sambutan usai Dapat Nomor Urut 2 Komisi Pemilihan Umum (KPU) RI telah menetapkan nomor urut terhadap tiga calon presiden dan wakil presiden di Pilpres 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.48592232645384e+18,1.72478499566193e+18,mingskyyy_,https://twitter.com/mingskyyy_/status/1724785443307405641,"named_entity_recognition: [""Prabowo Subianto"", ""Komisi Pemilihan Umum (KPU) RI""]

aspect_sentiment: [""Momen Prabowo Beri Sambutan (positive)"", ""Nomor Urut 2 (neutral)"", ""Komisi Pemilihan Umum (KPU) RI menetapkan nomor urut terhadap tiga calon presiden dan wakil presiden di Pilpres 2024 (neutral)""]",339
Wed Nov 15 13:38:25 +0000 2023,1.72478391794813e+18,Adapun gerak saham-saham di lingkaran salah satu pasangan calon presiden (capres) dan calon wakil presiden (cawapres) pemilihan umum 2024,,,,,,,,,,"named_entity_recognition: [capres, cawapres, pemilihan umum 2024]

aspect_sentiment: [gerak saham-saham (positive)]",228
Wed Nov 15 13:27:59 +0000 2023,1.72478129165951e+18,Calon Presiden Prabowo Subianto mengungkapkan kebanggaannya atas proses demokrasi yang berjalan dalam pemilihan umum (Pemilu) 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,0.0,1.0,0.0,0.0,in,1.48592232645384e+18,1.72478128874866e+18,mingskyyy_,https://twitter.com/mingskyyy_/status/1724781291659510092,"named_entity_recognition: [""Prabowo Subianto"", ""Pemilu""]

aspect_sentiment: [""proses demokrasi (positif)""]",254
Wed Nov 15 13:16:08 +0000 2023,1.72477830779384e+18,dan Calon Wakil Presiden (Cawapres) Gibran Rakabuming Raka adalah nomor keberuntungan di Pemilihan Presiden (Pilpres) 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy,0.0,1.0,0.0,0.0,in,2221519400.0,1.72477829968631e+18,sthefanieau_,https://twitter.com/sthefanieau_/status/1724778307793846602,"named_entity_recognition: [Gibran Rakabuming Raka, Pemilihan Presiden (Pilpres)]

aspect_sentiment: [Calon Wakil Presiden (positive), nomor keberuntungan (positive), Pemilihan Presiden (positive)]",267
